City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
346,Ouesso,CG,1.6136,16.0517,71.92,91,88,2.46,overcast clouds
347,Chokurdakh,RU,70.6333,147.9167,7.79,89,84,4.54,broken clouds
348,Barraute,CA,48.4335,-77.6328,32.0,64,20,3.44,few clouds
349,Sao Filipe,CV,14.8961,-24.4956,71.38,74,40,13.71,scattered clouds
350,Potoci,BA,43.4086,17.8786,48.2,100,40,1.14,fog
351,Bandarbeyla,SO,9.4942,50.8122,81.82,76,89,4.0,overcast clouds
352,Harper,LR,4.375,-7.7169,80.19,86,100,6.67,overcast clouds
353,La Ronge,CA,55.1001,-105.2842,23.0,46,70,4.61,broken clouds
354,Bedele,ET,8.456,36.353,56.48,81,100,1.28,light rain
355,Qaqortoq,GL,60.7167,-46.0333,39.2,52,52,3.44,broken clouds
356,Dolinsk,RU,47.35,142.8,48.2,61,25,11.18,scattered clouds
357,Canton,CN,23.1167,113.25,87.01,62,75,2.24,broken clouds
358,Qandala,SO,11.472,49.8728,83.84,67,0,6.85,clear sky
359,Kanaya,JP,34.8167,138.1333,68.0,48,75,5.75,broken clouds
360,Kawalu,ID,-7.3817,108.2082,84.47,58,7,3.44,clear sky
361,Burton,US,42.9995,-83.6163,37.0,48,1,5.75,clear sky
362,Sobolevo,RU,54.4299,31.8996,41.83,86,100,8.08,light rain
363,Charlottetown,CA,46.2352,-63.1267,34.0,69,75,19.57,broken clouds
364,Sulangan,PH,11.1373,123.7228,82.69,73,98,6.08,overcast clouds
365,Gambela,ET,8.25,34.5833,72.32,87,72,2.93,broken clouds
366,Kytmanovo,RU,53.4593,85.4479,37.0,59,4,12.5,clear sky
367,Labuhan,ID,-6.8844,112.2051,84.04,65,5,2.42,clear sky
368,Vestmannaeyjar,IS,63.4427,-20.2734,44.04,86,100,24.05,overcast clouds
369,Puerto Palomas,MX,31.7667,-107.6167,68.0,13,1,13.8,clear sky
370,Kahului,US,20.8947,-156.47,80.6,57,20,24.16,few clouds
371,Goderich,CA,43.7501,-81.7165,33.8,64,0,3.44,clear sky
372,Klaksvik,FO,62.2266,-6.589,41.0,93,75,4.61,broken clouds
373,Medyn,RU,54.9692,35.8586,46.4,81,0,6.71,clear sky
374,Bad Salzungen,DE,50.8167,10.2333,36.0,89,6,2.46,clear sky
375,Ust-Tsilma,RU,65.441,52.1498,38.48,96,100,10.54,overcast clouds
376,Husavik,IS,66.0449,-17.3389,35.6,93,0,4.12,clear sky
377,Todos Santos,MX,23.45,-110.2167,64.0,81,75,1.01,broken clouds
378,Coihueco,CL,-36.6167,-71.8333,48.2,89,76,2.3,fog
379,Dali,CN,25.7,100.1833,74.34,35,16,7.23,few clouds
380,Kobryn,BY,52.2138,24.3564,33.85,81,8,10.65,clear sky
381,Shingu,JP,33.7333,135.9833,68.0,60,40,9.22,scattered clouds
382,Santa Maria,BR,-29.6842,-53.8069,64.4,82,0,6.91,clear sky
383,Bonavista,CA,48.6499,-53.1147,42.8,100,100,8.05,overcast clouds
384,Balsas,BR,-7.5325,-46.0356,73.87,85,96,1.28,light rain
385,Los Llanos De Aridane,ES,28.6585,-17.9182,64.4,72,0,4.61,clear sky
386,Hamilton,US,39.1834,-84.5333,41.0,80,1,4.21,clear sky
387,Kot Diji,PK,27.3427,68.7083,75.2,53,0,20.71,clear sky
388,Sao Joao Da Barra,BR,-21.6403,-41.0511,68.32,85,0,9.19,clear sky
389,Svit,SK,49.0601,20.2069,32.0,80,20,10.36,few clouds
390,Namatanai,PG,-3.6667,152.4333,80.71,80,77,4.61,light rain
391,Sompeta,IN,18.9333,84.6,87.8,62,63,6.62,broken clouds
392,Faya,SA,18.3851,42.4509,55.4,44,0,2.51,clear sky
393,Baglan,AF,36.1307,68.7083,64.6,23,0,3.06,clear sky
394,Alugan,PH,12.2188,125.4808,86.68,65,50,7.18,scattered clouds
395,Tessalit,ML,20.1986,1.0114,80.29,9,0,7.85,clear sky
396,Sinnamary,GF,5.3833,-52.95,77.7,88,90,12.28,overcast clouds
397,Mahibadhoo,MV,3.7833,72.9667,82.8,73,85,9.86,overcast clouds
398,Golden,US,39.7555,-105.2211,46.4,71,75,5.75,broken clouds
399,Udachnyy,RU,66.4167,112.4,26.11,77,93,23.29,overcast clouds
400,Karratha,AU,-20.7377,116.8463,87.49,18,0,18.39,clear sky
401,Kloulklubed,PW,7.0419,134.2556,86.0,70,75,9.22,broken clouds
402,Bandar-E Anzali,IR,37.4727,49.4622,60.8,88,90,5.14,mist
403,Marsh Harbour,BS,26.5412,-77.0636,75.88,65,4,10.65,clear sky
404,Sudogda,RU,55.9539,40.8629,42.89,87,10,8.43,clear sky
405,Ust-Shonosha,RU,61.1531,41.343,38.46,95,14,5.39,few clouds
406,Mecca,SA,21.4267,39.8261,81.97,38,1,4.54,clear sky
407,Nizhnevartovsk,RU,60.9344,76.5531,33.8,51,40,8.95,scattered clouds
408,Yazman,PK,29.1212,71.7446,77.29,39,0,25.12,clear sky
409,Salamanca,ES,40.8333,-6.0,50.0,99,67,4.81,broken clouds
410,Kuusamo,FI,65.9667,29.1833,30.2,86,0,4.61,clear sky
411,Koudougou,BF,12.25,-2.3667,85.53,41,99,3.89,overcast clouds
412,Visby,SE,57.6409,18.296,37.99,75,40,19.57,scattered clouds
413,Port Hardy,CA,50.6996,-127.4199,55.4,41,75,9.22,broken clouds
414,Alice Springs,AU,-23.7,133.8833,73.99,35,0,12.66,clear sky
415,Jumla,NP,29.2747,82.1838,52.74,46,0,3.85,clear sky
416,Pierre,US,44.3683,-100.351,43.0,87,90,5.75,overcast clouds
417,Port-Cartier,CA,50.0334,-66.8654,39.99,100,90,5.75,overcast clouds
418,Vila,PT,42.0304,-8.1588,48.99,94,100,1.01,overcast clouds
419,Tortona,IT,44.8978,8.8637,48.99,92,4,1.99,clear sky
420,Oistins,BB,13.0667,-59.5333,78.8,61,20,20.71,few clouds
421,Zyryanovsk,KZ,49.7386,84.2719,32.81,58,100,1.59,overcast clouds
422,Baghdad,IQ,33.3406,44.4009,71.6,26,0,9.22,clear sky
423,Sammamish,US,47.6418,-122.0804,57.99,66,34,3.83,scattered clouds
424,Kuryk,KZ,43.2,51.65,56.16,76,100,5.84,overcast clouds
425,Afyonkarahisar,TR,38.75,30.6667,44.71,52,27,4.07,scattered clouds
426,Huoqiu,CN,32.3394,116.2694,68.77,62,40,7.74,scattered clouds
427,Coruripe,BR,-10.1256,-36.1756,77.45,89,80,9.13,broken clouds
428,Ruteng,ID,-8.6136,120.4721,75.29,53,11,0.92,few clouds
429,Chara,RU,56.9064,118.2631,24.8,65,5,6.02,clear sky
430,Bam,IR,29.106,58.357,79.65,15,3,5.3,clear sky
431,Taikang,CN,46.8333,124.4167,58.93,56,100,13.38,overcast clouds
432,Luderitz,NA,-26.6481,15.1594,66.4,65,20,7.67,few clouds
433,Vanimo,PG,-2.6741,141.3028,84.16,76,100,6.13,overcast clouds
434,Grindavik,IS,63.8424,-22.4338,44.6,87,90,33.38,light rain
435,Harbin,CN,45.75,126.65,59.0,63,75,6.71,light rain
436,Horana,LK,6.7166,80.0619,78.8,89,40,2.3,scattered clouds
437,Weinan,CN,34.5036,109.5089,62.01,77,90,15.66,mist
438,Wageningen,NL,51.9667,5.6667,36.0,93,8,1.14,clear sky
439,Buin,CL,-33.7333,-70.75,59.0,93,75,9.22,broken clouds
440,West Bay,KY,19.3667,-81.4167,80.6,78,0,5.75,clear sky
441,Gorontalo,ID,0.5412,123.0595,88.72,59,90,4.61,overcast clouds
442,Codrington,AU,-38.2667,141.9667,58.77,63,100,13.71,overcast clouds
443,Arkhangelsk,RU,64.5401,40.5433,37.4,87,90,4.47,overcast clouds
444,Yar-Sale,RU,66.8333,70.8333,34.27,92,100,15.14,overcast clouds
445,Zhangjiakou,CN,40.81,114.8794,66.87,41,2,5.48,clear sky
446,Bulgan,MN,48.8125,103.5347,24.91,86,100,6.26,light snow
447,Pampa,US,35.5362,-100.9599,46.4,81,90,28.77,overcast clouds
448,Cayenne,GF,4.9333,-52.3333,78.01,94,75,8.05,broken clouds
449,Narwar,IN,25.65,77.9,85.78,21,0,10.89,clear sky
450,Sivaki,RU,52.6333,126.75,41.47,20,96,16.8,overcast clouds
451,Treinta Y Tres,UY,-33.2333,-54.3833,62.1,90,100,10.49,overcast clouds
452,Ostrovnoy,RU,68.0531,39.5131,34.02,97,96,10.31,overcast clouds
453,Mahebourg,MU,-20.4081,57.7,73.4,94,75,3.44,broken clouds
454,Aripuana,BR,-9.1667,-60.6333,71.65,98,7,1.68,clear sky
455,Srednekolymsk,RU,67.45,153.6833,19.29,78,85,7.72,overcast clouds
456,Saint-Joseph,RE,-21.3667,55.6167,77.0,78,90,11.5,moderate rain
457,Irbil,IQ,36.1926,44.0106,59.0,31,0,3.44,clear sky
458,Iberia,US,29.9502,-91.7507,60.8,77,1,10.36,clear sky
459,Vila Do Maio,CV,15.1333,-23.2167,68.0,77,0,16.11,clear sky
460,Bhinmal,IN,25.0,72.25,84.56,47,0,13.73,clear sky
461,Pataskala,US,39.9956,-82.6743,37.99,80,1,6.2,clear sky
462,Malazgirt,TR,39.1427,42.5401,46.72,56,0,1.68,clear sky
463,Paamiut,GL,61.994,-49.6678,31.64,81,18,3.24,few clouds
464,Maceio,BR,-9.6658,-35.7353,75.2,94,40,3.44,scattered clouds
465,Moose Factory,CA,51.2585,-80.6094,30.2,69,20,4.61,few clouds
466,Storslett,NO,69.7678,21.0247,29.01,91,100,4.99,light snow
467,Big Spring,US,32.2504,-101.4787,57.0,88,40,13.8,scattered clouds
468,Hastings,GB,50.8552,0.5729,44.6,87,3,11.5,clear sky
469,Kilifi,KE,-3.6305,39.8499,78.82,80,88,12.53,overcast clouds
470,Khilok,RU,51.3674,110.4676,38.39,56,100,4.5,overcast clouds
471,Nata,PA,8.3333,-80.5167,78.03,78,17,11.32,few clouds
472,Wilmington,US,34.2257,-77.9447,50.0,71,1,3.65,clear sky
473,Fairview,US,40.8126,-73.999,45.0,33,1,9.22,clear sky
474,Canora,CA,51.6333,-102.4343,30.2,59,90,18.41,overcast clouds
475,Inhambane,MZ,-23.865,35.3833,68.68,79,8,2.1,clear sky
476,Damghan,IR,36.1683,54.348,73.11,28,95,2.98,overcast clouds
477,Hillsborough,US,37.5741,-122.3794,52.0,76,90,16.11,overcast clouds
478,Kosh-Agach,RU,50.0,88.6667,24.39,51,55,3.11,broken clouds
479,Wakefield,GB,53.6809,-1.499,41.0,62,69,1.68,broken clouds
480,Rancho Palos Verdes,US,33.7445,-118.387,59.0,82,75,8.05,broken clouds
481,Wanxian,CN,30.8039,108.3897,74.53,79,94,7.29,overcast clouds
482,Imeni Poliny Osipenko,RU,52.4201,136.4853,49.17,63,100,13.94,overcast clouds
483,Honiara,SB,-9.4333,159.95,85.93,70,57,6.93,broken clouds
484,Antofagasta,CL,-23.65,-70.4,59.0,88,20,5.75,few clouds
485,Foam Lake,CA,51.65,-103.5343,28.4,59,100,6.91,overcast clouds
486,Okitipupa,NG,6.5047,4.7839,77.81,92,99,2.42,overcast clouds
487,Ambulu,ID,-8.345,113.6058,83.3,63,8,4.34,clear sky
488,Belmonte,BR,-15.8631,-38.8828,73.4,94,75,3.44,broken clouds
489,Sandwick,GB,60.0,-1.25,44.6,70,40,6.91,scattered clouds
490,Ahipara,NZ,-35.1667,173.1667,67.59,76,94,6.24,overcast clouds
491,Gisborne,NZ,-38.6533,178.0042,68.0,68,100,4.0,overcast clouds
492,Ukiah,US,39.1502,-123.2078,64.4,39,1,6.91,clear sky
493,Benjamin Aceval,PY,-24.9667,-57.5667,68.0,88,75,3.44,broken clouds
494,Pontes E Lacerda,BR,-15.2261,-59.3353,76.19,71,84,2.3,broken clouds
495,Viedma,AR,-40.8135,-62.9967,58.98,74,77,6.71,broken clouds
496,Chicama,PE,-7.8447,-79.1469,62.6,94,75,9.22,mist
497,Vilcun,CL,-38.65,-72.2333,41.0,100,66,2.3,mist
498,Vaitape,PF,-16.5167,-151.75,81.3,72,11,13.67,few clouds
499,Santa Cruz,BO,-17.8,-63.1667,75.2,94,75,5.75,broken clouds
500,Kuching,MY,1.55,110.3333,86.0,74,20,3.44,few clouds
501,Ypsonas,CY,34.6884,32.9574,55.4,82,0,3.44,clear sky
502,Vila Velha,BR,-20.3297,-40.2925,71.6,88,0,3.44,clear sky
503,Tshane,BW,-24.0196,21.8684,59.77,40,21,3.87,few clouds
504,Gamba,GA,-2.65,10.0,74.79,89,100,4.97,overcast clouds
505,Along,IN,28.1667,94.7667,75.65,73,62,1.28,broken clouds
506,Chauk,MM,20.8833,94.8167,94.1,38,3,8.93,clear sky
507,Yanam,IN,16.7333,82.2167,86.0,70,75,4.61,haze
508,Touros,BR,-5.1989,-35.4608,77.0,88,75,4.61,light rain
509,Egvekinot,RU,66.3167,-179.1667,30.54,79,21,1.03,few clouds
510,Portel,BR,-1.9356,-50.8211,72.64,98,100,2.39,moderate rain
511,Karpathos,GR,35.507,27.2132,59.0,51,49,5.75,scattered clouds
512,Bedesa,ET,8.9,40.7833,59.22,87,85,2.95,overcast clouds
513,Merauke,ID,-8.4667,140.3333,86.16,68,41,5.39,scattered clouds
514,Gunnedah,AU,-30.9833,150.25,69.01,41,0,5.99,clear sky
515,Manaus,BR,-3.1019,-60.025,78.8,83,20,5.75,few clouds
516,Balikpapan,ID,-1.2675,116.8289,83.21,71,73,7.2,broken clouds
517,Cabedelo,BR,-6.9811,-34.8339,75.2,94,0,2.3,clear sky
518,Tual,ID,-5.6667,132.75,83.75,73,30,8.05,scattered clouds
519,High Level,CA,58.5169,-117.136,30.2,51,20,10.36,few clouds
520,Surt,LY,31.2089,16.5887,71.46,32,18,19.15,few clouds
521,Kasane,BW,-17.8167,25.15,56.75,80,0,3.06,clear sky
522,Tazovskiy,RU,67.4667,78.7,31.14,85,96,17.98,overcast clouds
523,Hubli,IN,15.35,75.1667,78.8,65,80,4.61,broken clouds
524,Concordia,AR,-31.393,-58.0209,68.0,83,0,5.75,clear sky
525,Beloha,MG,-25.1667,45.05,67.78,89,0,10.42,clear sky
526,Shimoda,JP,34.6667,138.95,60.8,48,75,12.66,broken clouds
527,Antsohihy,MG,-14.8796,47.9875,74.41,81,100,5.95,overcast clouds
528,Dehui,CN,44.5333,125.7,51.8,82,90,2.24,light rain
529,Mlonggo,ID,-6.5333,110.7,87.8,62,20,8.05,few clouds
530,Talara,PE,-4.5772,-81.2719,71.65,78,75,16.22,broken clouds
531,Chiredzi,ZW,-21.05,31.6667,59.04,91,13,1.3,few clouds
532,Ondo,NG,7.1,4.8333,72.34,96,94,0.96,overcast clouds
533,Corinth,GR,37.9407,22.9573,54.0,59,98,1.01,overcast clouds
534,Masuguru,TZ,-11.3667,38.4167,67.37,98,12,2.95,few clouds
535,Dakar,SN,14.6937,-17.4441,68.0,94,39,6.91,scattered clouds
536,Parvatipuram,IN,18.7833,83.4333,89.33,56,64,2.1,broken clouds
537,Marienburg,PL,54.0359,19.0266,39.0,71,100,11.43,overcast clouds
538,Kavieng,PG,-2.5744,150.7967,81.9,77,92,6.49,moderate rain
539,Brae,GB,60.3964,-1.353,44.6,70,40,6.91,scattered clouds
540,Skjervoy,NO,70.0311,20.9714,36.05,61,99,19.84,overcast clouds
541,Kibaya,TZ,-5.3,36.5667,56.41,98,100,3.65,overcast clouds
542,Amsterdam,NL,52.374,4.8897,37.0,100,20,2.3,fog
543,Christchurch,NZ,-43.5333,172.6333,69.01,45,100,2.3,overcast clouds
544,Kaliyaganj,IN,25.6333,88.3167,88.97,26,1,7.58,clear sky
545,Kieta,PG,-6.2167,155.6333,81.3,80,99,3.56,light rain
546,Belyy Yar,RU,53.6039,91.3903,41.0,30,0,13.42,clear sky
547,Rovaniemi,FI,66.5,25.7167,30.2,93,90,14.97,light snow
548,Kaitong,CN,44.8135,123.15,54.37,74,100,11.52,moderate rain
549,Emerald,AU,-23.5333,148.1667,75.2,35,90,10.36,overcast clouds
550,Kuytun,RU,54.3419,101.5036,37.83,38,97,7.43,overcast clouds
551,Frunzivka,UA,47.3333,29.75,47.73,84,72,8.05,broken clouds
552,Springdale,US,36.1867,-94.1288,55.4,44,90,8.05,overcast clouds
553,Sitia,GR,35.2,26.0986,60.15,55,88,3.04,overcast clouds
554,Luis Correia,BR,-2.8792,-41.6669,77.38,85,100,5.3,overcast clouds
555,Mogocha,RU,53.7333,119.7667,37.63,21,67,6.42,broken clouds
556,Cockburn Town,TC,21.4612,-71.1419,78.19,78,1,16.35,clear sky
557,Katherine,AU,-14.4667,132.2667,89.6,33,21,17.27,few clouds
558,Phalaborwa,ZA,-23.943,31.1411,60.8,82,4,4.61,clear sky
559,Odweyne,SO,9.4092,45.064,66.49,82,96,11.25,light rain
560,Taiyuan,CN,37.8694,112.5603,64.4,52,99,15.66,haze
561,Tabas,IR,33.5959,56.9244,78.69,22,0,2.73,clear sky
562,Chulym,RU,55.0997,80.9572,37.58,64,9,10.4,clear sky
563,Lapua,FI,62.9693,23.0088,33.01,96,100,7.11,light snow
564,Nouadhibou,MR,20.931,-17.0347,62.6,94,0,16.11,clear sky
565,Algarrobo,CO,10.1869,-74.5753,80.01,82,6,9.08,clear sky
566,Nantucket,US,41.2835,-70.0995,42.8,36,1,19.57,clear sky
567,Birjand,IR,32.8663,59.2211,62.6,27,0,4.59,clear sky
568,Alexandria,EG,31.2156,29.9553,60.8,82,0,5.75,clear sky
569,Kenai,US,60.5544,-151.2583,46.4,57,90,3.44,overcast clouds
570,Biak,ID,-0.9131,122.8766,83.98,67,86,3.62,overcast clouds
571,Sorland,NO,67.667,12.6934,36.05,53,66,14.56,broken clouds
572,Caarapo,BR,-22.6342,-54.8222,64.06,53,31,6.33,scattered clouds
573,Manassas,US,38.751,-77.4753,44.6,45,75,3.44,broken clouds
574,Kununurra,AU,-15.7667,128.7333,91.4,33,59,13.8,broken clouds
575,Macaubas,BR,-13.0194,-42.6986,68.68,84,99,0.87,overcast clouds
576,Anadyr,RU,64.75,177.4833,19.4,86,0,8.95,clear sky
577,Puerto Carreno,CO,6.189,-67.4859,83.52,59,14,6.17,few clouds
578,Waddan,LY,29.1614,16.139,72.21,23,91,19.04,overcast clouds
579,Zeya,RU,53.75,127.2667,39.18,32,70,9.93,broken clouds
580,Pirovskoye,RU,57.6267,92.2658,36.14,66,12,3.27,few clouds
581,Denpasar,ID,-8.65,115.2167,86.0,66,20,6.91,few clouds
582,Valparaiso,CL,-33.0393,-71.6273,57.0,79,97,7.07,overcast clouds
583,Ambilobe,MG,-13.2,49.05,72.43,88,99,3.6,overcast clouds
584,Conde,BR,-7.2597,-34.9075,75.2,94,0,2.3,clear sky
585,Camacha,PT,33.0833,-16.3333,66.2,72,40,16.11,scattered clouds
586,Honningsvag,NO,70.9821,25.9704,32.0,86,75,9.22,light rain
587,Luwuk,ID,-0.9516,122.7875,86.45,66,95,4.23,overcast clouds
588,Coihaique,CL,-45.5752,-72.0662,41.0,93,40,6.91,scattered clouds
589,Laguna,US,38.421,-121.4238,55.99,76,1,13.8,clear sky
590,Samarai,PG,-10.6167,150.6667,83.82,72,99,4.21,light rain
591,Huarmey,PE,-10.0681,-78.1522,68.2,85,1,10.56,clear sky
592,Caraquet,CA,47.7941,-64.9386,32.0,100,100,12.66,light snow
593,Hyeres,FR,43.1167,6.1167,51.01,76,0,4.61,clear sky
594,Port Hedland,AU,-20.3167,118.5667,93.2,11,0,19.57,clear sky
595,Taloqan,AF,36.7361,69.5345,60.73,34,0,4.25,clear sky
596,Bubaque,GW,11.2833,-15.8333,78.03,68,37,12.35,scattered clouds
597,Tomatlan,MX,19.9333,-105.25,71.24,76,100,1.05,overcast clouds
598,Ferme-Neuve,CA,46.7001,-75.4493,33.8,51,53,3.44,broken clouds
599,Puerto Del Rosario,ES,28.5004,-13.8627,64.4,68,0,5.75,clear sky
600,Marsabit,KE,2.3284,37.9899,63.43,90,100,11.03,overcast clouds
601,Oranjestad,AW,12.524,-70.027,80.6,74,20,19.57,few clouds
602,Asheville,US,35.6009,-82.554,42.8,52,1,6.91,clear sky
603,Eydhafushi,MV,5.1033,73.0708,82.94,74,25,10.11,scattered clouds
604,Dubrovnik,HR,42.6481,18.0922,50.0,87,75,11.5,broken clouds
605,Wanning,CN,18.8003,110.3967,85.05,65,5,9.64,clear sky
606,Jaru,BR,-10.4389,-62.4664,72.52,94,10,0.87,clear sky
607,Mana,GF,5.6592,-53.7767,77.25,89,100,10.09,overcast clouds
608,Maneadero,MX,31.7167,-116.5667,59.0,82,38,3.0,scattered clouds
609,Kruisfontein,ZA,-34.0033,24.7314,57.99,94,0,1.99,clear sky
610,Deputatskiy,RU,69.3,139.9,11.01,84,98,1.99,overcast clouds
611,Seryshevo,RU,51.0933,128.3786,46.35,19,94,17.65,overcast clouds
612,Jardim,BR,-21.4803,-56.1381,69.42,48,0,4.56,clear sky
613,Invermere,CA,50.5167,-116.0354,36.0,92,100,2.44,overcast clouds
614,Abu Samrah,SY,35.3029,37.1841,54.36,45,0,1.9,clear sky
615,Aswan,EG,24.0934,32.907,81.21,19,9,9.95,clear sky
616,San Carlos De Bariloche,AR,-41.1456,-71.3082,50.0,62,75,11.5,broken clouds
617,Ayan,RU,56.45,138.1667,35.73,61,90,14.09,overcast clouds
618,Tacna,PE,-18.0056,-70.2483,68.0,68,90,2.3,overcast clouds
619,Vanavara,RU,60.34,102.2797,33.39,77,99,10.65,overcast clouds
620,Zheleznodorozhnyy,RU,55.7503,38.0042,46.4,93,0,6.71,clear sky
621,Innisfail,AU,-17.5333,146.0333,74.79,91,100,6.13,light rain
622,Kemijarvi,FI,66.7131,27.4306,29.73,96,100,11.16,snow
623,Gunjur,GM,13.2019,-16.7339,69.8,88,0,6.91,clear sky
624,San Vicente,AR,-26.6167,-54.1333,59.05,69,86,2.95,overcast clouds
625,Shenzhen,CN,22.5455,114.0683,88.0,67,0,1.99,clear sky
626,Bangassou,CF,4.7413,22.8184,69.19,97,95,2.06,moderate rain
627,Kautokeino,NO,69.0125,23.0412,6.26,91,99,4.07,overcast clouds
628,Binzhou,CN,37.3667,118.0167,52.75,88,100,14.47,overcast clouds
629,Middleton,GB,53.55,-2.2,43.0,56,9,1.57,clear sky
630,Pelym,RU,61.0108,61.9978,41.76,92,100,5.88,light rain
631,Kutum,SD,14.2,24.6667,73.49,21,84,7.54,broken clouds
632,Pundaguitan,PH,6.3711,126.1689,83.68,70,83,6.31,broken clouds
633,Bemidji,US,47.4736,-94.8803,50.0,29,1,3.44,clear sky
634,Grand Gaube,MU,-20.0064,57.6608,73.99,83,100,4.0,light rain
635,Hearst,CA,49.6835,-83.6665,37.4,60,65,6.91,broken clouds
636,Talnakh,RU,69.4865,88.3972,32.94,98,100,13.47,overcast clouds
637,Bonfim,BR,3.0833,-59.95,79.47,68,36,9.26,scattered clouds
638,Pingliang,CN,35.5392,106.6861,55.0,15,100,1.99,overcast clouds
639,Culfa,AZ,38.9558,45.6308,55.4,62,20,9.22,few clouds
640,Kurilsk,RU,45.2333,147.8833,36.77,85,32,6.8,scattered clouds
641,Nhulunbuy,AU,-12.2333,136.7667,86.0,62,75,23.02,broken clouds
642,Peniche,PT,39.3558,-9.3811,60.01,85,100,8.99,light rain
643,Ambon,ID,-3.6954,128.1814,89.6,62,40,5.75,scattered clouds
644,Tando Adam,PK,25.7637,68.661,82.4,57,0,4.61,haze
645,Terney,RU,45.0503,136.6092,58.64,47,100,8.86,overcast clouds
646,San Matias,BO,-16.3667,-58.4,77.2,61,61,3.18,broken clouds
647,Ozernovskiy,RU,51.5,156.5167,36.18,93,46,6.85,scattered clouds
648,Lamu,KE,-2.2717,40.902,78.69,85,100,9.66,light rain
649,Korla,CN,41.7597,86.1469,42.4,51,100,12.71,overcast clouds
650,Yarim,YE,14.298,44.3779,54.9,45,0,3.24,clear sky
651,Shambu,ET,9.5667,37.1,56.03,70,97,1.7,light rain
652,Bijie,CN,27.3125,105.2942,72.68,58,84,10.58,broken clouds
653,Groningen,NL,53.25,6.75,39.0,100,13,3.44,few clouds
654,Villa Carlos Paz,AR,-31.4241,-64.4978,64.99,94,100,1.01,light rain
655,Hargeysa,SO,9.56,44.065,69.48,70,100,9.28,overcast clouds
656,Sabya,SA,17.1495,42.6254,82.4,69,0,3.44,clear sky
657,Nicolas Bravo,MX,18.45,-88.9167,80.6,74,40,11.5,scattered clouds
658,Ziyang,CN,29.2497,117.8547,75.78,73,96,1.5,overcast clouds
659,Pangody,RU,65.85,74.4859,32.76,84,40,19.24,scattered clouds
660,Neapolis,IT,40.8333,14.25,55.4,88,0,2.3,clear sky
661,Bideford,GB,51.0179,-4.2046,43.0,79,0,1.99,clear sky
662,Luba,GQ,3.4568,8.5547,81.66,80,100,3.6,light rain
663,General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,66.99,94,0,5.75,clear sky
664,Ulaanbaatar,MN,47.9077,106.8832,35.6,55,75,4.47,light rain
665,Gravdal,NO,68.1214,13.5031,35.15,53,58,12.37,broken clouds
666,Yoichi,JP,43.2039,140.7703,61.0,47,0,13.8,clear sky
667,Banamba,ML,13.55,-7.45,86.85,32,99,7.99,overcast clouds
668,Dhule,IN,20.9,74.7833,88.81,23,50,10.89,scattered clouds
669,Lashio,MM,22.9333,97.75,91.45,24,1,3.65,clear sky
670,Kentau,KZ,43.5206,68.5094,49.1,38,42,18.86,scattered clouds
